respondent_id,submitted_at,consent,region,residence_zone,age_group,gender,race_color,income_group,education,consumption_frequency,consumer_profile,consumer_profile_raw,wine_types_raw,purchase_channels_raw,purchase_factors_raw,sustainable_attributes_raw,label_importance
195,2026-05-14 17:38:59.809,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Muito importante
196,2026-05-14 17:47:22.164,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Clareza e transparência das informações no rótulo, Preço, Grau de inovação do produto",Moderadamente importante
197,2026-05-14 17:53:47.155,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Masculino,Branca,Menos de 1 salário mínimo,Prefiro não responder,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Variedade, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Muito importante
198,2026-05-14 18:09:11.675,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 5 a 6 salários mínimos,Ensino superior incompleto,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave",Supermercados,"Preço, Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais",Muito importante
199,2026-05-14 18:21:59.788,"Sim, aceito participar",Região Sul,Zona rural,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Lojas físicas especializadas, Lojas online especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor, Práticas sustentáveis e/ou impacto ambiental, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo)",Extremamente importante
200,2026-05-14 18:48:00.222,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Masculino,Branca,Prefiro não responder,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço, Grau de inovação do produto",Moderadamente importante
201,2026-05-14 18:50:09.345,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Ensino superior completo,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho demi-sec","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Preço, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Muito importante
202,2026-05-14 19:27:39.287,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,Acima de 6 salários mínimos,Ensino superior incompleto,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho licoroso e/ou fortificado","Supermercados, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Preço",Muito importante
203,2026-05-14 19:40:49.758,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante",Supermercados,"Preço, Variedade, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante
204,2026-05-14 20:22:10.637,"Sim, aceito participar",Região Sudeste,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Não tenho preferência definida,Lojas físicas especializadas,"Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante
205,2026-05-14 21:24:51.715,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho rosé, Vinho espumante, Vinho suave, Vinho demi-sec",Supermercados,"Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço, Grau de inovação do produto",Muito importante
206,2026-05-14 21:33:50.131,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos",Vinho tinto seco,"Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
207,2026-05-14 23:02:12.333,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,Acima de 6 salários mínimos,Ensino superior incompleto,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,Lojas físicas especializadas,"Região de origem, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio)",Muito importante
208,2026-05-15 00:59:01.905,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 5 a 6 salários mínimos,Ensino superior completo,1 vez a cada 15 dias,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho rosé, Vinho espumante",Supermercados,"Preço, Região de origem, Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Preço",Muito importante
209,2026-05-15 01:57:10.296,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Ensino superior completo,Diariamente,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Práticas sustentáveis e/ou impacto ambiental, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais, Grau de inovação do produto",Extremamente importante
210,2026-05-15 06:56:09.796,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Diretamente em vinícolas, Restaurantes e bares","Região de origem, Variedade, Vinícola / Produtor","Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais",Muito importante
211,2026-05-15 08:25:07.291,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,Diariamente,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec, Vinho licoroso e/ou fortificado","Supermercados, Lojas online especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor","Qualidade sensorial (sabor, aroma, equilíbrio)",Pouco importante
212,2026-05-15 08:59:38.938,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,Menos de 1 salário mínimo,Ensino superior completo,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,"Supermercados, free shop","Preço, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante
213,2026-05-15 10:13:00.787,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas online especializadas","Preço, Região de origem, Variedade, Vinícola / Produtor, Design e informação do rótulo","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
214,2026-05-15 12:04:25.812,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante","Supermercados, Lojas físicas especializadas, Restaurantes e bares","Preço, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Muito importante
215,2026-05-15 15:57:27.732,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Ensino superior completo,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave","Supermercados, Lojas físicas especializadas","Variedade, Vinícola / Produtor, Design e informação do rótulo, Curiosidade ou interesse por novos produtos","Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Muito importante
216,2026-05-15 17:13:19.397,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho espumante","Lojas físicas especializadas, Lojas online especializadas","Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais",Muito importante
217,2026-05-15 20:31:47.958,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador técnico,"Apreciador, com conhecimentos técnicos","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Diretamente em vinícolas","Preço, Variedade, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Preço, Grau de inovação do produto",Muito importante
218,2026-05-16 09:33:18.274,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,1 vez por mês,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho branco seco, Vinho rosé, Vinho espumante","Lojas físicas especializadas, Diretamente em vinícolas","Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Presença de certificações ou selos ambientais, Preço",Muito importante
219,2026-05-16 09:35:23.360,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Branca,Menos de 1 salário mínimo,Pós-graduação incompleta,1 vez por mês,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Moderadamente importante
220,2026-05-16 09:38:04.212,"Sim, aceito participar",Região Sul,Zona rural,Entre 36 e 45 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,Supermercados,"Preço, Variedade, Design e informação do rótulo","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais",Muito importante
221,2026-05-16 09:39:48.730,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Branca,De 5 a 6 salários mínimos,Pós-graduação incompleta,1 vez a cada 15 dias,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante","Supermercados, Diretamente em vinícolas, Restaurantes e bares","Preço, Variedade, Vinícola / Produtor, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço, Grau de inovação do produto",Pouco importante
222,2026-05-16 09:40:26.125,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Masculino,Preta,De 3 a 4 salários mínimos,Pós-graduação completa,1 vez por semana,Apreciador interessado,"Apreciador, com interesse pelo tema",Vinho tinto seco,Supermercados,Design e informação do rótulo,"Qualidade sensorial (sabor, aroma, equilíbrio)",Moderadamente importante
223,2026-05-16 09:51:04.610,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação incompleta,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho demi-sec","Supermercados, Diretamente em vinícolas, Restaurantes e bares","Preço, Variedade, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo, Práticas sustentáveis e/ou impacto ambiental, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais, Preço",Extremamente importante
224,2026-05-16 13:24:56.696,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,De 4 a 6 vezes por semana,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Não tenho preferência definida,Supermercados,"Preço, Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos",Sustentabilidade ambiental (menor impacto no cultivo),Extremamente importante
225,2026-05-16 19:22:39.851,"Sim, aceito participar",Região Sul,Zona urbana,Entre 26 e 35 anos,Masculino,Parda,Prefiro não responder,Ensino médio completo,De 4 a 6 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho suave, Vinho demi-sec, Vinho licoroso e/ou fortificado","Supermercados, Lojas físicas especializadas, Lojas online especializadas, Restaurantes e bares","Preço, Região de origem, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Moderadamente importante
226,2026-05-17 11:30:32.388,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 46 e 55 anos,Feminino,Parda,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho espumante, Vinho licoroso e/ou fortificado","Lojas físicas especializadas, Lojas online especializadas, Diretamente em vinícolas, Restaurantes e bares","Região de origem, Variedade, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo",Extremamente importante
227,2026-05-17 11:41:03.039,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 3 a 4 salários mínimos,Pós-graduação completa,Raramente,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho espumante","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Variedade, Promoções ou descontos","Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Preço",Extremamente importante
228,2026-05-18 10:41:01.032,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé","Supermercados, Lojas online especializadas","Preço, Variedade, Vinícola / Produtor, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Presença de certificações ou selos ambientais, Preço",Extremamente importante
229,2026-05-18 10:49:15.528,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho espumante","Supermercados, Lojas físicas especializadas","Preço, Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Clareza e transparência das informações no rótulo, Preço",Moderadamente importante
230,2026-05-18 11:25:51.916,"Sim, aceito participar",Região Sudeste,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho branco seco, Vinho rosé, Vinho espumante",Supermercados,"Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Promoções ou descontos, harmonização","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante
231,2026-05-18 14:33:31.578,"Sim, aceito participar",Região Nordeste,Zona urbana,Acima de 55 anos,Feminino,Branca,De 3 a 4 salários mínimos,Ensino superior completo,1 vez por mês,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho espumante",Lojas físicas especializadas,"Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Preço, Grau de inovação do produto",Extremamente importante
232,2026-05-18 15:33:09.143,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Parda,Menos de 1 salário mínimo,Ensino superior completo,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico",Vinho suave,Supermercados,Região de origem,Sustentabilidade ambiental (menor impacto no cultivo),Moderadamente importante
233,2026-05-18 15:50:18.938,"Sim, aceito participar",Região Sul,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho rosé, Vinho suave, Vinho licoroso e/ou fortificado","Supermercados, Lojas online especializadas","Preço, Região de origem, Vinícola / Produtor, Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Moderadamente importante
234,2026-05-18 16:41:20.923,"Sim, aceito participar",Região Sul,Zona urbana,Entre 46 e 55 anos,Feminino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho espumante, Vinho suave, Vinho demi-sec",Restaurantes e bares,"Preço, Região de origem, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante
235,2026-05-18 18:44:36.343,"Sim, aceito participar",Região Nordeste,Zona urbana,Entre 36 e 45 anos,Feminino,Branca,De 1 a 2 salários mínimos,Pós-graduação incompleta,1 vez por mês,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho rosé, Vinho espumante, Vinho suave",Supermercados,"Região de origem, Variedade, Recomendação (amigos, especialistas, avaliações), Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Grau de inovação do produto",Extremamente importante
236,2026-05-18 20:14:51.081,"Sim, aceito participar",Região Sul,Zona urbana,Entre 18 e 25 anos,Feminino,Parda,De 3 a 4 salários mínimos,Pós-graduação incompleta,Raramente,Consumidor ocasional,"Consumidor ocasional, sem conhecimento técnico","Vinho tinto seco, Vinho branco seco, Vinho rosé",Supermercados,"Preço, Variedade, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos","Qualidade sensorial (sabor, aroma, equilíbrio), Preço",Muito importante
237,2026-05-18 23:02:25.784,"Sim, aceito participar",Região Centro-Oeste,Zona urbana,Entre 26 e 35 anos,Feminino,Branca,De 5 a 6 salários mínimos,Pós-graduação completa,1 vez a cada 15 dias,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho branco seco, Vinho rosé",Supermercados,"Preço, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Descrição sensorial (aroma, sabor estilo), Design e informação do rótulo","Qualidade sensorial (sabor, aroma, equilíbrio), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo",Muito importante
238,2026-05-19 09:00:22.702,"Sim, aceito participar",Região Nordeste,Zona urbana,Acima de 55 anos,Feminino,Parda,De 3 a 4 salários mínimos,Pós-graduação completa,Não consumo vinho,Apreciador interessado,"Apreciador, com interesse pelo tema","Vinho tinto seco, Vinho rosé, Vinho demi-sec","Supermercados, Restaurantes e bares","Preço, Região de origem, Recomendação (amigos, especialistas, avaliações)","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Clareza e transparência das informações no rótulo, Presença de certificações ou selos ambientais",Extremamente importante
239,2026-05-21 10:21:35.672,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,De 2 a 3 vezes por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Restaurantes e bares","Preço, Região de origem, Variedade, Vinícola / Produtor, Recomendação (amigos, especialistas, avaliações), Design e informação do rótulo, Promoções ou descontos, Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Origem das uvas (região/procedência), Clareza e transparência das informações no rótulo, Preço",Muito importante
240,2026-05-25 08:06:49.548,"Sim, aceito participar",Região Sul,Zona urbana,Acima de 55 anos,Masculino,Branca,Acima de 6 salários mínimos,Pós-graduação completa,1 vez por semana,Profissional do setor,"Profissional da área de vinhos (ex.: sommelier, enólogo, atuação na indústria ou enoturismo)","Vinho tinto seco, Vinho branco seco, Vinho rosé, Vinho espumante, Vinho licoroso e/ou fortificado","Supermercados, Lojas online especializadas, Diretamente em vinícolas","Preço, Região de origem, Variedade, Descrição sensorial (aroma, sabor estilo), Curiosidade ou interesse por novos produtos","Qualidade sensorial (sabor, aroma, equilíbrio), Sustentabilidade ambiental (menor impacto no cultivo), Presença de certificações ou selos ambientais",Extremamente importante
